id,userName,userUrl,version,score,title,text,url
6990840022,nillan 4,https://itunes.apple.com/se/reviews/id626646325,6.6.5,1,Buffring,Så himla bra program ingen reklam så man man kan bara njuta Meeen det buffrar hela tiden .Varför har köpt ny router ny i pad och upp daterat SVT play .Sååå jäkla besviken Även svårt att komma in på era sidor utan problem Alltid så är det problem med sändning försök igen .Just nu går det inte att nå SVT försök igen Men herre gud hur svårt kan det bli .Låt oss se alla de fina program ni har .Inga problem med 3 eller 4 an eller Netflix .Så vad har de andra som inte ni har är så besviken .Jag vill titta på SVT play utan problem .Sååå gör något åt det Mina vänner säger samma sak alltid samma problem .MVH Gunilla Bratås med många vänner.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6989673146,Abots,https://itunes.apple.com/se/reviews/id188499701,6.6.5,1,Går inte att streama från appen alls,"Hänger sig och bilden är pixlig hela tiden. Andra appar går att streama perfekt, men inte eran. Skittråkigt att det ska vara så",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6986480120,J J J X L L L,https://itunes.apple.com/se/reviews/id148380089,6.6.5,1,Lägg inte slutställningen som bild i appen,"Helt hopplöst att kolla skidskytte i efterhand i appen när ni lägger slutställningen som vinjettbild. Man vill ju se programmet, men vad är poängen om man får facit när man ska starta programmet???? Tänk om, tänk rätt.
Ska inte Play innebära valfrihet och utökad kontroll för användaren? Så länge automatisk uppspelning inte går att stänga av för Chromecast får den här appen en stjärna av mig.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6982151962,mongolidäckel,https://itunes.apple.com/se/reviews/id614233449,6.6.5,5,ture melin,ture melin har taffsat på en tjej. men hans serie på svt är bra. fem stjärnor,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6982116242,black imp,https://itunes.apple.com/se/reviews/id465238752,6.6.5,2,Funktionalitet,Saknas funktionalitet för att titta vidare från där man var och ofta markeras inte ett avsnitt som sett. En knapp för att själv markera hade varit bra som alternativ lösning,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6974115068,HMK6767,https://itunes.apple.com/se/reviews/id148106633,6.6.5,2,Varför inte utveckla appen för Apple TV,"Har läst att människor under flera år efterfrågat att kunna välja kanaler på appen för Apple TV.

Otroligt märkligt att ni inte åtgärdat det än. Många människor tittar ju på teve via tillgängliga appar sedan länge.

Cmore har haft det länge... även Discovery+ har byggt in det i sin senaste version.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6968573609,Klonas87,https://itunes.apple.com/se/reviews/id453083531,6.6.4,2,Äldre material har svarta kanter,"Hej. 
Över lag bra app med bra utbud men jag förstår inte varför ni har lagt svarta kanter bredvid äldre 4:3 material. Det gör så att bilden blir väldigt liten när man tittar på en iPad och med svarta kanter runtom hela bilden. Ni borde koda om allt äldre material så att det inte finns några boxar inbakade i filmen. Låt spelaren ta hand om letterboxingen, finns så många olika skärmformat och storlekar idag.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6937486198,Jökulmörk,https://itunes.apple.com/se/reviews/id432543757,6.6.4,3,Mörkt läge,"Delningsbladet följer inte inställningen för mörkt läge i iOS 14.4

Överhuvudtaget rörigt gränssnitt.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6925229081,Fröken Me,https://itunes.apple.com/se/reviews/id227568113,6.6.4,1,Tappar information om vad du tittat på,Tappar hela tiden information om vilka avsnitt du tittat på. Man kan aldrig stoppa mitt i ett avsnitt för nästa gång du öppnar spelaren börjar den om från början på ditt redan påbörjade avsnitt.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6921128028,Simon Jangemark,https://itunes.apple.com/se/reviews/id453435986,6.6.3,3,Saknar inloggning,"Saknar möjligheten att skapa konto till SVT Play, på så sätt hade mina enheter (iPhone, iPad och AppleTV) varit synkade och enheterna hade alltid varit uppdaterade med vad jag senast sett och vart jag senaste var i en video. Idag fungerar bl.a. TV4 play och DPlay på det sättet.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6904979211,hsjosten,https://itunes.apple.com/se/reviews/id106739003,6.6.2,1,Streamar inte,Enda appen som inte kan AirPlaya till tvn.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6901392364,fgffzlö,https://itunes.apple.com/se/reviews/id250450972,6.6.2,2,Funkar dåligt med cromecast,Program stängs av innan de är slut när man tittar på en kanal genom cromecast men om man tittar på nåt program så fortsätter den att spela upp random program som man inte valt. Dags för uppdatering och utveckling av appen,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6893967293,vs hiyab,https://itunes.apple.com/se/reviews/id945844229,6.6.2,5,Svtplay,det här kostar gratis Sveriges Televisions webb-tv och det är bäst att förbättra det svenska språket och att integrera i sveriges kultur och sociala liv,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6890932463,anna t-prick,https://itunes.apple.com/se/reviews/id1251141467,6.6.2,4,Förbättringsförslag 😉,"Bra app som skulle bli ännu bättre om
- man i ”Fortsätt titta” fick upp nya avsnitt som blir tillgängliga (ex ny säsong) för program man markerat till ”Min lista”, tror det var så i en tidigare version
- man fick en påminnelse när program man favoritmarkerat har ett par dagar/en vecka kvar innan de inte längre finns tillgängliga

Ovan skulle göra appen till en fullpoängare! Nu måste man ha manuell bevakning på ovan för att inte riskera att missa bra tv-program.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6874460704,Diskad basist,https://itunes.apple.com/se/reviews/id343567621,6.6.2,5,Skitbra,"Stort utbud med bra och smidig user interface, allt funkar som det ska här.
Klockren app.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6854554211,Someoneelsegotmyname999,https://itunes.apple.com/se/reviews/id206882698,6.6.2,4,Fungerar fint,...men snälla gör det möjligt att gömma home baren som lyser upp nederkanten av ipad.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6818111215,Lollocracy,https://itunes.apple.com/se/reviews/id1017563852,6.6.2,4,Okej,𝙳𝚎𝚗 𝚊̈𝚛 𝚘𝚔𝚎𝚓 𝚖𝚎𝚗 𝚝𝚢𝚌𝚔𝚎𝚛 𝚍𝚎𝚗 𝚔𝚊𝚗 𝚋𝚎𝚑𝚘̈𝚟𝚊 𝚗𝚊̊𝚗 𝚞𝚙𝚙𝚍𝚊𝚝𝚎𝚛𝚒𝚗𝚐 𝚔𝚜𝚔,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6802568906,bäst!2000,https://itunes.apple.com/se/reviews/id1178155715,6.6.2,5,Mycket bättre än SVT barn.,"Jag tycker att SVT play är mycket bättre än SVT barn för på SVT play finns det barn program som inte finns på SVT barn. 

  Så jag tycker det är mer värt att ladda ner SVT play än att ladda ner SVT barn.   

LYCKA TILL!!!!",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6802501850,Blank008,https://itunes.apple.com/se/reviews/id13924304,6.6.2,2,Vad har SVT emot Apple TV och direktströmmar?,"På iPhone och iPad (samt i t ex Telia Play för Apple TV) kan man titta direkt på kanalerna SVT1/2, men det är lättare att hitta en nål i en höstack än en direktström i SVT Play på Apple TV. Själva kanalerna är man strikt förbjuden att nå, istället får man scrolla runt och leta sig tokig efter röda ”Direkt”-badges, eller krångla sig in via alfabetiska programlistan, eller scrolla 5 kilometer ner till Direktsändningar – som är rubrik nummer TJUGOSJU(!) på startsidan, som för att ytterligare markera ett glödande förakt mot liveströmmar.

När en sändning strax ska börja kan man inte starta uppspelning i väntan på rätt tidpunkt, man måste vänta tills 1-2 minuter efter klockslaget för den stora ynnesten att få trycka på play - annars möts man av ett idiotmeddelande om programmet inte börjat än (även när det har det).

Visste inte att syftet med public ”service” var att göra allt för att försvåra för alla som endast ser TV via streaming och vill se pågående program. Vad är nästa steg, att man bara får se sport och nyheter tidigast 48 timmar efter sändning?",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6800738983,Rob63892,https://itunes.apple.com/se/reviews/id1067606543,6.6.2,1,Awful,State of this app,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6783952017,Bengen1,https://itunes.apple.com/se/reviews/id172166629,6.6.2,1,Ny idiotfunktion i appen för Apple TV,"Så var det tydligen dags att införa en ny idiotfunktion vid start. Tydligen ingen som tänkt och ingen intelligens i den funktionen. 
Nu måste man välja barn eller vuxen varje gång man startar appen.
Hur tänkte ni? Antagligen inget tänk alls. Och inget minne i funktionen. Fullständigt korkat.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6781382240,Hejjjjjjjjjjj!,https://itunes.apple.com/se/reviews/id1053485283,6.6.2,1,Kommer it in på appen,Allså se till så man kan komma in på appen iallafall,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6774563609,ExRCgirl,https://itunes.apple.com/se/reviews/id142599316,6.6.2,4,Appen startar i bakgrunden.,Det har hänt flera gånger de senaste veckorna att appen har slagit på ”i bakgrunden” (jag har alltså tittat på SVTplay och sedan bytt app och då hör jag plötsligt ljud från SVTplayappen och det jag har tittat på fortsätter spela fast jag inte har appen på). Problemet har uppkommit både i iOS 11 och i iOS 14.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6771384882,Hajen11,https://itunes.apple.com/se/reviews/id922139518,6.6.2,3,Irriterande detaljer,"När man ska se nyheter går det inte att starta från början, utan sändningen börjar från 30 sek oavsett hur mycket man försöker backa?

Vid start av program kan man inte klicka in innan programstart för att det sedan ska dra igång vid rätt klockslag-man får inte igång programmet utan måste istället backa o börja om.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6763806442,kggigicivohpy,https://itunes.apple.com/se/reviews/id1014111111,6.6.0,1,Långsam,"När jag ska uppdatera den tar det jättelång tid det går flera minuter utan att ens börjar uppdatera, om den ens börjar över huvudtaget🙄",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6762847522,Erik_A121,https://itunes.apple.com/se/reviews/id1161255314,6.6.1,2,Går ej att airdroppa till Samsung tv,Nöjd med appen förutom att på sistone så går det inte att air droppa till en Samsung Q60 tv. Står bara och snurrar.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6742564532,Sten-i-vika,https://itunes.apple.com/se/reviews/id176295422,6.6.0,3,Sten i Vika,Saknar en tablåfunktion i appen.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6739031989,MissZ33,https://itunes.apple.com/se/reviews/id822678380,6.6.0,1,Inte alls okej!!,"När man försöker titta från en nyare iPhone på vissa titlar så står det tekniskt fel och går inte titta på alla. Har försökt installera om appen x -antal gånger, kollat nätverket osv men det funkar ändå inte.. har en kompis som har samma problem. Men när min sambo som inte var en iPhone går in på exakt samma så funkar det direkt.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6719053848,marcusngo,https://itunes.apple.com/se/reviews/id41989073,6.6.0,1,Startar inte automatiskt längre samt ingen undertext,"Jag har SVT play-appen kopplad till Apples tv-app på iPhone. SVT-appen autospelar inte längre när jag trycker på ett klipp från Apples tv-app. 
Dessutom så är det ingen undertext längre om inte jag väljer syntolkat eller teckenspråkstolkat? Måste vara något fel här. 
Har senaste uppdatering på alla enheter och appar.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6713725043,BA sucks,https://itunes.apple.com/se/reviews/id536960521,6.6.0,1,Inte ens det enklaste..,"Kan ni göra rätt. 

HUR KAN MAN GLÖMMA ATT HA EN LÄTTÅTKOMLIG TABLÅ I EN TV APP........-",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6709991413,Gillar mobil TV,https://itunes.apple.com/se/reviews/id489770361,6.5.0,3,Play på Apple TV,Hur kommer det sig att bild i bild inte stöds för SVT play i Apple TV. Funkar bra på iPhone.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6703781585,CharlesQ82,https://itunes.apple.com/se/reviews/id413710811,6.5.0,3,Bra app,Men vita menyraden längst ner måste bort vid uppspelning. Den är sjukt störande. Alla andra play appar döljer den automatiskt.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6670463763,Jonas_U,https://itunes.apple.com/se/reviews/id139830138,6.5.0,3,Appen i Apple TV,"När man söker i arkivet är det flera program där inte ljudet fungerar. Söker jag i appen från telefonen så fungerar ljudet så det känns som ett konstigt fel. Är inte alla program bara vissa t.ex. ”Leaving Neverland” helt utan ljud gäller båda avsnitten.
Testat att ominstallera appen fast samma problem uppstår",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6670403949,Martin på Gräsö,https://itunes.apple.com/se/reviews/id208615079,6.5.0,1,Fortfarande ingen inloggning,så att jag kan se det utbud jag betalar för via skattsedeln även när jag är utomlands. Fortfarande inget stöd för ljud via AirPlay så att jag kan lyssna på ljudet via mina Sonos.  Hur många år ska det ta?,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6669061364,Anjelu,https://itunes.apple.com/se/reviews/id209885046,6.5.0,1,Sämst,Med tanke på att man är tvingad att betala för ert innehåll kan man i sitt stilla sinne i alla fall önska sig en fungerande play-app. Lika kass på tv som telefon. Sjukt outdated användargränssnitt. Krånglig navigation och lika intuitiv som en skiva wellpapp. Om ni inte kan tänka själva gällande utveckling kan jag tipsa er om exempelvis Netflix för inspiration till en streamingtjänst som inte orsakar hjärnaneurysm.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6659744441,BBLLÄÄ,https://itunes.apple.com/se/reviews/id424279771,6.5.0,3,Tv-tablå,Mörkt läge tack,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6640974563,Återbruket,https://itunes.apple.com/se/reviews/id30451919,6.5.0,5,Bäst,Fins program från 0-12 och för vuxna!!!!!!!§,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7112544323,Sotarlisa,https://itunes.apple.com/se/reviews/id511222172,6.6.8,2,Andra playappar bättre,Kommer inte ihåg vilket program jag håller på att se.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7084556185,Per Hägglund,https://itunes.apple.com/se/reviews/id29305419,6.6.8,3,Lite brister,"På iPad visas av någon outgrundlig anledning alltid ”baren” för att swipa upp _alltid_ längst ner. Resten av GUI:t tonar bort. Detta är inte kutym för den här typen av appar (om några?).

När GUI är synligt, varför i hela friden finns inte klocka med?",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7084321653,9seventy,https://itunes.apple.com/se/reviews/id18988190,6.6.8,3,”Min lista” är den svaga punkten,"Fungerar bra och stabilt, lätt att navigera, men, men, men... ”Min Lista”, där jag kan spra mina favoritprogram, är svagpunkten i denna app. Program som jag lägger till i listan på iPhone dyker inte upp i Min Lista på Apple TV eller iPad och vice versa, trots att alla är registerade på samma Apple-ID. Det kan väl inte vara meningen att jag ska hålla på att lägga till samma program för varje enhet?

Om inte det går att lösa, varför skapar man inte en möjlighet till att skapa en egen inloggning såsom det fungerar hos era public service systerkanaler i Danmark, Norge och Finland?",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7082386769,aaaaaaaasdghk,https://itunes.apple.com/se/reviews/id196674509,6.6.8,1,Funkar inte på Apple TV,Går inte att casta till min Apple Tv trots omstart och om installation.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7075594403,kris12347654,https://itunes.apple.com/se/reviews/id205833804,6.6.8,2,Crashar telefonen,"När jag använder spolfunktionen, så kraschar telefonen och startar om sig.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7034253811,lamipi,https://itunes.apple.com/se/reviews/id174355826,6.6.8,5,Fantastisk men synka favoriter mellan enheter,"Ja rubriken säger allt, låt oss synka mellan alla våra enheter.😊",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7025625072,pirtef,https://itunes.apple.com/se/reviews/id992247281,6.6.7,5,Bra,OMG INGA REKLAMER OCH BEST ATT SPELA JAG ÄR PÅ AVSNITT 30 PÅ TILLBAKA TILL VINTERGATAN,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7016759710,Silltrut,https://itunes.apple.com/se/reviews/id26732575,6.6.7,1,AppleTV,"Senaste uppdateringar fungerar inte mot äldre AppleTV...

Inte heller 6.6.5... 3rd gen AppleTV vill inte vara med. Åter till 6.4.0 för att få funktion! (3gen må vara ’gammal’ men Apple uppdaterar den forfarande)",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7013021236,Aman2fee,https://itunes.apple.com/se/reviews/id336470944,6.6.7,3,Chromecast,Appen tappar Chromecast. Får radera och installera om med jämna mellanrum.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7012400331,?)&kr6666666666,https://itunes.apple.com/se/reviews/id595851053,6.6.7,1,Tekniska problem,Har stått nu snart en vecka i min app när jag försöker gå in på något att där e tekniskt fel.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7010733115,beroende apan,https://itunes.apple.com/se/reviews/id618066608,6.6.7,1,Piss,"Världens sämsta app den suger aldrig bra!
Alla filmer/ serier suger och det kommer alltid upp ” dålig täckning försök lite senare” 
LADA INTE NER DEN!!!",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7010611210,hddouerjffijt,https://itunes.apple.com/se/reviews/id248401275,6.6.7,1,Chromecast,Pinsamt instabil app att använda med chromecast - märks att statliga SVT inte är u nivå med andra aktörer när det gäller streamingtjänster. - Gör om gör rätt - !,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
7000586568,m_s.com,https://itunes.apple.com/se/reviews/id633274899,6.6.5,3,Ok.,"Bra utbud! Dock kan man sällan gå in på ""mina sidor"", det blir bara en svart ruta.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6990840022,nillan 4,https://itunes.apple.com/se/reviews/id626646325,6.6.5,1,Buffring,Så himla bra program ingen reklam så man man kan bara njuta Meeen det buffrar hela tiden .Varför har köpt ny router ny i pad och upp daterat SVT play .Sååå jäkla besviken Även svårt att komma in på era sidor utan problem Alltid så är det problem med sändning försök igen .Just nu går det inte att nå SVT försök igen Men herre gud hur svårt kan det bli .Låt oss se alla de fina program ni har .Inga problem med 3 eller 4 an eller Netflix .Så vad har de andra som inte ni har är så besviken .Jag vill titta på SVT play utan problem .Sååå gör något åt det Mina vänner säger samma sak alltid samma problem .MVH Gunilla Bratås med många vänner.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6989673146,Abots,https://itunes.apple.com/se/reviews/id188499701,6.6.5,1,Går inte att streama från appen alls,"Hänger sig och bilden är pixlig hela tiden. Andra appar går att streama perfekt, men inte eran. Skittråkigt att det ska vara så",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6986480120,J J J X L L L,https://itunes.apple.com/se/reviews/id148380089,6.6.5,1,Lägg inte slutställningen som bild i appen,"Helt hopplöst att kolla skidskytte i efterhand i appen när ni lägger slutställningen som vinjettbild. Man vill ju se programmet, men vad är poängen om man får facit när man ska starta programmet???? Tänk om, tänk rätt.
Ska inte Play innebära valfrihet och utökad kontroll för användaren? Så länge automatisk uppspelning inte går att stänga av för Chromecast får den här appen en stjärna av mig.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6982151962,mongolidäckel,https://itunes.apple.com/se/reviews/id614233449,6.6.5,5,ture melin,ture melin har taffsat på en tjej. men hans serie på svt är bra. fem stjärnor,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6982116242,black imp,https://itunes.apple.com/se/reviews/id465238752,6.6.5,2,Funktionalitet,Saknas funktionalitet för att titta vidare från där man var och ofta markeras inte ett avsnitt som sett. En knapp för att själv markera hade varit bra som alternativ lösning,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6974115068,HMK6767,https://itunes.apple.com/se/reviews/id148106633,6.6.5,2,Varför inte utveckla appen för Apple TV,"Har läst att människor under flera år efterfrågat att kunna välja kanaler på appen för Apple TV.

Otroligt märkligt att ni inte åtgärdat det än. Många människor tittar ju på teve via tillgängliga appar sedan länge.

Cmore har haft det länge... även Discovery+ har byggt in det i sin senaste version.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6968573609,Klonas87,https://itunes.apple.com/se/reviews/id453083531,6.6.4,2,Äldre material har svarta kanter,"Hej. 
Över lag bra app med bra utbud men jag förstår inte varför ni har lagt svarta kanter bredvid äldre 4:3 material. Det gör så att bilden blir väldigt liten när man tittar på en iPad och med svarta kanter runtom hela bilden. Ni borde koda om allt äldre material så att det inte finns några boxar inbakade i filmen. Låt spelaren ta hand om letterboxingen, finns så många olika skärmformat och storlekar idag.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6937486198,Jökulmörk,https://itunes.apple.com/se/reviews/id432543757,6.6.4,3,Mörkt läge,"Delningsbladet följer inte inställningen för mörkt läge i iOS 14.4

Överhuvudtaget rörigt gränssnitt.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6925229081,Fröken Me,https://itunes.apple.com/se/reviews/id227568113,6.6.4,1,Tappar information om vad du tittat på,Tappar hela tiden information om vilka avsnitt du tittat på. Man kan aldrig stoppa mitt i ett avsnitt för nästa gång du öppnar spelaren börjar den om från början på ditt redan påbörjade avsnitt.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6921128028,Simon Jangemark,https://itunes.apple.com/se/reviews/id453435986,6.6.3,3,Saknar inloggning,"Saknar möjligheten att skapa konto till SVT Play, på så sätt hade mina enheter (iPhone, iPad och AppleTV) varit synkade och enheterna hade alltid varit uppdaterade med vad jag senast sett och vart jag senaste var i en video. Idag fungerar bl.a. TV4 play och DPlay på det sättet.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6904979211,hsjosten,https://itunes.apple.com/se/reviews/id106739003,6.6.2,1,Streamar inte,Enda appen som inte kan AirPlaya till tvn.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6901392364,fgffzlö,https://itunes.apple.com/se/reviews/id250450972,6.6.2,2,Funkar dåligt med cromecast,Program stängs av innan de är slut när man tittar på en kanal genom cromecast men om man tittar på nåt program så fortsätter den att spela upp random program som man inte valt. Dags för uppdatering och utveckling av appen,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6893967293,vs hiyab,https://itunes.apple.com/se/reviews/id945844229,6.6.2,5,Svtplay,det här kostar gratis Sveriges Televisions webb-tv och det är bäst att förbättra det svenska språket och att integrera i sveriges kultur och sociala liv,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6890932463,anna t-prick,https://itunes.apple.com/se/reviews/id1251141467,6.6.2,4,Förbättringsförslag 😉,"Bra app som skulle bli ännu bättre om
- man i ”Fortsätt titta” fick upp nya avsnitt som blir tillgängliga (ex ny säsong) för program man markerat till ”Min lista”, tror det var så i en tidigare version
- man fick en påminnelse när program man favoritmarkerat har ett par dagar/en vecka kvar innan de inte längre finns tillgängliga

Ovan skulle göra appen till en fullpoängare! Nu måste man ha manuell bevakning på ovan för att inte riskera att missa bra tv-program.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6874460704,Diskad basist,https://itunes.apple.com/se/reviews/id343567621,6.6.2,5,Skitbra,"Stort utbud med bra och smidig user interface, allt funkar som det ska här.
Klockren app.",https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
6854554211,Someoneelsegotmyname999,https://itunes.apple.com/se/reviews/id206882698,6.6.2,4,Fungerar fint,...men snälla gör det möjligt att gömma home baren som lyser upp nederkanten av ipad.,https://itunes.apple.com/se/review?id=343544214&type=Purple%20Software
